tract_id,county,city,disp_type,disp_descr,pop_2013,per_prewar,hburden_ch,emp_conc,hprice_ch,hrent_ch,new_mk_unt,lowinc_ch,lowinc_mig,pop_growth,lowinc_90,lowinc_00,lowinc_13,ed_90,ed_00,ed_13,renter_90,renter_00,renter_13,white_90,white_00,white_13,ed90_00,ed00_13,medinc_90,medinc_00,medinc_13,inc_ch90_00,inc_ch00_13,mkt_ch90_13,mkt_ch00_13,price90_00,price00_13,value90_00,value00_13,gent90_00,gent00_13,mig_09,mig_13
6001443105,Alameda,Fremont,8,MHI - Advanced exclusion,4204,0.0,25,821,30.9,23.1,14,-49,-2.8,-4.5,9.8,16.3,13.4,48.6,57.6,74.0,16.1,18.9,5.9,39.9,61.5,82.4,9.1,16.3,137265,143078,159519,4.2,11.5,64.1,1.0,21.6,30.9,1.3,28.7,0,0,3.6,0.8
6001443200,Alameda,Fremont,8,MHI - Advanced exclusion,3737,0.6,-11,136,20.6,0.0,128,-19,-1.0,5.4,4.6,8.3,6.1,53.7,68.6,76.3,2.0,2.2,8.3,37.9,67.5,80.8,14.9,7.7,173005,215240,203088,24.4,-5.6,44.4,10.5,20.5,20.6,36.1,-17.5,0,0,3.2,2.2
6001443301,Alameda,Fremont,8,MHI - Advanced exclusion,4077,2.8,8,779,32.2,-8.4,45,-29,-1.1,3.8,12.5,16.1,13.2,35.1,45.2,60.6,23.2,12.7,6.1,33.9,53.1,73.7,10.2,15.4,99137,130830,147955,32.0,13.1,0.0,3.6,19.9,32.2,19.7,21.7,0,0,2.3,1.1
6001443321,Alameda,Fremont,5,MHI - Not losing LI households or very early stages of displacement,3330,1.8,-29,3574,32.2,19.1,148,111,-0.6,11.9,12.5,25.1,31.8,35.1,41.2,61.6,23.2,34.1,50.7,33.8,59.3,81.7,6.1,20.4,99137,88719,98676,-10.5,11.2,24.0,11.8,21.4,32.2,-11.7,-10.9,0,0,3.2,2.6
6001443322,Alameda,Fremont,7,MHI - Undergoing displacement,3383,0.7,-30,1336,29.8,46.8,0,-135,-0.5,16.7,12.5,25.1,14.0,35.1,41.2,60.1,23.2,34.1,16.8,33.9,59.3,76.0,6.1,18.9,99137,88719,136574,-10.5,53.9,24.1,0.0,18.3,29.8,-11.7,62.4,0,0,3.2,2.7
6001444100,Alameda,Newark,5,MHI - Not losing LI households or very early stages of displacement,7485,0.7,74,1500,-0.9,238.8,3,25,-1.1,-0.2,16.6,28.3,30.1,25.6,27.1,30.5,17.2,17.5,17.0,30.5,44.5,56.9,1.5,3.4,106570,100252,92410,-5.9,-7.8,1.7,0.1,19.3,-0.9,2.3,7.2,0,0,2.5,1.4
6001444200,Alameda,Newark,5,MHI - Not losing LI households or very early stages of displacement,6682,2.0,-33,2794,-1.4,10.9,80,124,-1.4,2.8,16.6,22.0,27.8,18.6,18.4,21.8,20.6,20.2,20.1,40.2,54.5,73.5,-0.2,3.4,91907,88027,86396,-4.2,-1.9,0.0,4.0,21.3,-1.4,-2.1,2.7,0,0,2.7,1.3
6001444301,Alameda,Newark,5,MHI - Not losing LI households or very early stages of displacement,3912,1.1,3,1681,-7.7,5.2,70,92,-2.3,0.2,26.8,27.3,33.9,21.8,22.8,38.4,41.5,37.4,26.5,50.6,65.4,72.2,1.0,15.6,82631,97301,79844,17.8,-17.9,2.7,5.9,23.3,-7.7,4.0,2.4,0,0,5.4,3.1
6001444302,Alameda,Newark,1,LI - Not losing LI households or very early stages of displacement,4464,6.3,-65,366,5.2,1.9,99,167,-2.4,5.6,26.8,27.3,40.2,21.8,22.8,17.2,41.5,37.4,41.4,50.6,65.4,84.2,1.0,-5.6,82631,97301,72485,17.8,-25.5,2.7,7.5,18.1,5.2,4.0,-0.5,0,0,5.4,3.0
6001444400,Alameda,Newark,5,MHI - Not losing LI households or very early stages of displacement,4723,7.9,-109,1045,-5.7,13.0,35,15,-3.4,-9.1,27.5,34.7,37.0,11.1,17.4,21.0,38.9,39.0,37.9,50.6,71.9,72.4,6.3,3.6,74132,83766,77014,13.0,-8.1,0.0,2.3,19.1,-5.7,-3.5,14.0,0,0,7.4,4.0
6001444500,Alameda,Newark,1,LI - Not losing LI households or very early stages of displacement,6586,1.6,-105,2987,-10.6,13.2,208,205,-5.0,3.5,32.5,30.7,39.2,14.0,19.8,26.5,45.9,55.9,54.2,54.7,70.6,72.5,5.7,6.7,74917,83395,74206,11.3,-11.0,17.2,10.0,14.0,-10.6,1.1,9.5,0,0,9.4,4.3
6001444601,Alameda,Newark,5,MHI - Not losing LI households or very early stages of displacement,5166,2.4,34,2327,-9.4,21.1,0,37,1.3,8.3,13.6,22.7,28.0,29.8,33.0,26.8,15.5,17.8,19.1,36.7,56.3,62.1,3.2,-6.1,95648,102273,97618,6.9,-4.6,6.7,0.0,15.8,-9.4,0.1,14.4,0,0,1.1,2.4
6001444602,Alameda,Newark,5,MHI - Not losing LI households or very early stages of displacement,4121,0.7,-32,3077,-0.8,5.1,265,37,2.5,2.6,13.6,22.7,22.4,29.8,33.0,43.2,15.5,17.8,39.4,36.7,56.3,78.5,3.2,10.2,95648,102273,103433,6.9,1.1,6.8,16.3,22.4,-0.8,0.1,-14.0,0,0,1.1,3.6
6001450101,Alameda,Dublin,4,LI - Advanced gentrification,4590,1.3,0,3325,15.2,-5.6,1613,202,-20.8,244.1,0.0,12.9,12.6,10.5,20.4,59.4,71.4,49.7,66.5,73.4,62.8,62.7,9.9,39.0,97384,124897,124601,28.3,-0.2,96.8,82.9,0.0,15.2,3.8,-6.6,1,1,29.7,8.9
6001450102,Alameda,Dublin,4,LI - Advanced gentrification,7765,1.2,0,829,-9.3,-11.7,329,78,-4.8,23.9,14.2,12.9,14.3,10.5,20.4,32.0,80.6,49.7,36.5,73.4,62.8,77.4,9.9,11.6,97384,124897,129196,28.3,3.4,96.8,24.0,0.0,-9.3,3.8,17.1,1,1,29.7,24.8
6001450200,Alameda,Dublin,7,MHI - Undergoing displacement,4885,0.7,-95,801,12.7,1.1,17,-48,-7.5,3.4,24.1,27.6,26.4,32.7,48.9,59.3,67.4,65.3,64.5,21.3,31.5,47.9,16.2,10.4,91558,92556,89129,1.1,-3.7,32.7,0.7,21.9,12.7,-28.1,32.6,0,0,9.7,2.2
6001450300,Alameda,Dublin,5,MHI - Not losing LI households or very early stages of displacement,4753,2.6,39,4134,16.9,7.8,0,118,-4.0,4.2,14.6,19.8,25.2,23.7,26.3,43.1,29.5,30.9,29.4,17.5,28.4,44.5,2.6,16.8,99041,100306,98295,1.3,-2.0,7.9,0.0,19.6,16.9,-1.0,20.1,0,0,8.1,4.1
6001450400,Alameda,Dublin,6,MHI - At risk of displacement,6219,4.0,-96,3899,15.7,31.5,12,110,2.1,7.5,23.9,25.1,30.0,17.9,21.8,36.7,34.3,28.3,27.8,20.4,31.6,35.2,3.9,14.9,81075,91333,100885,12.7,10.5,1.2,0.6,12.6,15.7,0.7,19.9,0,0,3.0,5.1
6001450501,Alameda,Dublin,5,MHI - Not losing LI households or very early stages of displacement,3349,0.6,-7,2921,5.6,-0.3,79,67,1.6,7.6,16.8,16.7,21.2,40.7,48.8,48.0,14.4,12.6,27.7,19.0,25.9,36.8,8.0,-0.8,113199,124693,120903,10.2,-3.0,22.9,6.3,21.5,5.6,-6.7,4.5,0,0,3.1,4.7
6001450502,Alameda,Dublin,8,MHI - Advanced exclusion,4840,1.4,-30,391,5.1,19.5,108,-27,-0.6,20.8,16.8,16.7,13.9,40.8,48.8,61.8,14.5,12.6,6.5,19.0,25.9,34.8,8.0,13.1,113199,124693,154750,10.2,24.1,23.0,6.7,22.7,5.1,-6.7,35.6,0,0,3.1,2.4
6001450601,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,3196,16.0,-18,100,0.4,13.0,92,82,1.8,1.2,21.6,11.1,17.8,48.6,53.8,69.4,14.0,13.9,10.0,12.5,26.3,33.2,5.2,15.6,120939,137583,143125,13.8,4.0,47.6,7.0,25.8,0.4,8.8,3.6,0,0,0.6,2.4
6001450602,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,8604,2.8,-90,4203,6.9,2.1,343,214,-0.8,9.0,9.9,14.4,20.2,38.7,51.1,60.6,29.6,25.3,31.1,12.1,22.1,39.2,12.4,9.5,113190,134442,130876,18.8,-2.7,16.6,10.2,25.5,6.9,9.0,21.8,0,0,4.6,3.8
6001450603,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,4715,0.6,-55,5379,15.8,-6.0,0,58,-1.3,1.1,10.6,17.0,21.6,26.9,29.3,52.7,15.9,11.0,13.7,15.5,21.3,36.2,2.4,23.4,108035,115902,119423,7.3,3.0,1.5,0.0,26.5,15.8,3.2,28.2,0,0,4.5,3.1
6001450604,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,4871,1.0,-11,1447,18.4,4.7,0,102,2.1,1.1,13.9,16.7,22.7,40.3,45.9,52.4,22.7,21.9,23.6,10.8,16.9,28.7,5.6,6.5,116033,135239,113864,16.6,-15.8,0.0,0.0,28.2,18.4,4.5,26.9,0,0,3.5,5.7
6001450605,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,4048,0.0,-38,2526,10.6,-0.1,0,28,-2.6,10.1,12.4,14.6,16.7,40.7,49.6,56.3,22.5,20.2,32.1,9.4,13.8,36.4,8.9,6.7,111691,119587,118529,7.1,-0.9,0.8,0.0,23.2,10.6,13.5,11.2,0,0,7.5,4.9
6001450606,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,5714,0.4,-50,655,15.1,13.3,0,21,0.7,-6.5,7.8,10.9,12.6,45.1,51.1,62.3,12.4,12.3,13.9,15.4,23.7,38.4,6.0,11.2,129434,148954,147014,15.1,-1.3,5.8,0.0,23.2,15.1,6.4,18.3,0,0,1.8,2.5
6001450607,Alameda,Pleasanton,4,LI - Advanced gentrification,4872,13.3,-53,4393,1.1,13.6,521,175,-3.0,45.1,50.1,40.4,40.6,20.2,30.0,39.5,77.8,75.5,67.7,17.5,25.2,41.8,9.8,9.5,53354,69583,80344,30.4,15.5,14.2,23.1,26.4,1.1,11.1,76.3,1,1,13.5,10.5
6001450701,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,8343,1.8,-52,27,16.1,4.5,598,89,-0.9,33.3,17.7,11.2,12.1,37.4,58.2,70.8,26.6,12.5,12.4,13.3,17.8,39.7,20.8,12.7,113890,203634,171419,78.8,-15.8,0.0,22.6,25.9,16.1,49.0,2.4,0,0,4.5,3.6
6001450741,Alameda,Pleasanton,6,MHI - At risk of displacement,5110,10.4,-91,4366,9.0,27.8,54,58,-5.1,11.2,24.8,31.7,34.7,33.3,36.1,44.0,30.5,41.5,46.8,13.3,27.1,44.2,2.8,7.9,95817,89929,87955,-6.1,-2.2,71.0,3.0,26.9,9.0,4.1,31.6,0,0,10.4,5.2
6001450742,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,4505,0.8,0,223,12.7,17.8,54,76,-2.4,1.8,24.4,18.8,23.0,33.4,45.6,54.3,29.9,15.5,20.4,13.2,19.4,38.0,12.1,8.7,96378,111707,115524,15.9,3.4,0.0,2.9,14.5,12.7,-6.8,21.5,0,0,5.3,2.9
6001450743,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,5463,2.6,-47,11733,12.9,3.7,316,225,-0.7,24.7,22.2,16.6,24.5,37.8,51.8,55.5,48.7,38.9,70.1,16.8,34.2,71.3,13.9,3.7,89543,112597,82159,25.7,-27.0,24.9,15.0,55.2,12.9,3.6,-21.3,0,0,6.7,6.0
6001450744,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,4870,5.7,-21,1922,13.5,3.8,0,-3,-5.3,-1.5,22.2,16.6,19.7,37.8,51.8,55.4,48.7,38.9,14.4,16.8,34.2,48.4,13.9,3.7,89543,112597,123137,25.7,9.4,24.9,0.0,25.4,13.5,3.6,14.9,0,0,6.7,1.4
6001450745,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,5931,0.4,-41,623,14.0,0.9,101,114,-1.7,28.8,13.7,16.0,19.8,39.5,47.4,62.6,19.1,21.7,32.0,14.4,28.8,57.0,7.9,15.1,107742,125692,135035,16.7,7.4,37.1,5.1,18.9,14.0,11.4,30.3,0,0,3.2,1.6
6001450746,Alameda,Pleasanton,5,MHI - Not losing LI households or very early stages of displacement,3022,1.9,6,4880,18.4,18.9,63,156,-2.5,-1.0,13.7,16.0,29.1,39.5,47.4,40.8,19.1,21.7,23.2,14.4,28.8,29.0,7.9,-6.7,107742,125692,108580,16.7,-13.6,37.1,5.2,27.2,18.4,11.4,19.9,0,0,3.2,0.7
6001450750,Alameda,Dublin,5,MHI - Not losing LI households or very early stages of displacement,3750,0.6,0,522,0.0,40.2,1615,0,5.2,23227.8,0.0,0.0,37.7,0.0,36.0,57.9,50.0,16.6,51.8,20.0,28.6,58.7,36.0,21.9,87094,132035,74399,51.6,-43.7,72.2,83.4,0.0,0.0,-12.6,-37.8,0,0,8.3,13.5
6001450751,Alameda,Dublin,5,MHI - Not losing LI households or very early stages of displacement,2366,0.0,-2,42,-11.4,110.5,815,5,-6.9,1450.9,0.0,10.3,1.2,11.4,36.0,75.7,50.0,16.6,10.3,21.6,28.6,55.9,24.6,39.7,87094,132035,177383,51.6,34.3,67.8,92.3,1.5,-11.4,-12.6,27.8,0,0,8.3,1.4
6001450752,Alameda,Dublin,5,MHI - Not losing LI households or very early stages of displacement,5595,0.4,2,359,4.2,87.4,1455,175,-6.2,1787.9,27.6,10.3,12.4,10.3,36.0,58.5,47.5,16.6,12.7,20.2,28.6,63.8,25.7,22.6,87094,132035,160776,51.6,21.8,67.6,91.7,-17.9,4.2,-12.6,42.2,0,0,8.3,2.1
6001451101,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,7129,3.3,-8,84,-6.3,5.7,795,109,-0.7,54.5,14.9,15.6,15.1,33.3,36.2,48.2,13.5,14.5,20.7,12.6,24.2,34.5,2.9,12.0,116782,122321,133417,4.7,9.1,22.5,32.0,-3.0,-6.3,-11.5,15.1,0,0,7.7,7.0
6001451102,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,4385,2.9,-9,352,-0.5,113.0,611,79,-3.7,86.1,0.0,9.8,11.3,36.0,57.1,64.0,16.7,3.0,2.1,13.5,15.2,22.0,21.1,6.9,122882,153402,159063,24.8,3.7,98.3,43.8,16.5,-0.5,-3.4,31.6,0,0,4.6,0.9
6001451201,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,6382,0.0,-239,494,1.5,15.7,108,81,-5.6,-2.4,23.4,24.8,28.9,24.6,25.4,37.3,29.4,28.9,32.7,17.4,26.1,39.4,0.7,12.0,84249,98192,91572,16.5,-6.7,90.0,4.1,11.0,1.5,-6.8,10.8,0,0,8.4,2.7
6001451202,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,3917,5.8,-5,47,9.7,42.3,286,122,-2.9,12.6,23.4,12.5,19.7,24.7,25.3,33.7,29.5,13.0,14.0,17.3,26.3,35.1,0.6,8.4,84255,115326,106146,36.9,-8.0,0.0,20.3,18.5,9.7,6.1,11.6,0,0,4.0,1.2
6001451300,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,6846,1.1,42,851,2.2,10.6,17,-98,0.8,1.5,20.5,20.4,16.2,21.8,26.5,32.7,24.4,17.0,15.2,15.9,22.6,24.4,4.7,6.2,88258,110890,107424,25.6,-3.1,18.3,0.7,17.7,2.2,-1.2,18.0,0,0,2.7,3.5
6001451401,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,6255,4.9,-91,1516,-1.8,5.7,196,344,-2.4,11.7,30.0,24.5,36.6,20.6,37.4,40.6,42.2,33.1,43.3,22.3,25.7,42.7,16.9,3.1,75289,112091,83293,48.9,-25.7,0.0,8.4,23.3,-1.8,52.1,9.0,0,0,9.5,7.1
6001451403,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,2166,2.5,-68,750,7.4,-5.3,42,-42,-0.3,-4.9,30.0,32.7,29.5,20.5,13.9,31.6,42.1,41.3,22.0,22.2,42.6,47.4,-6.6,17.7,75289,81927,103042,8.8,25.8,55.4,5.3,13.5,7.4,-4.5,22.6,0,0,4.2,3.9
6001451404,Alameda,Livermore,2,LI - At risk of gentrification or displacement,6243,19.1,-126,1171,8.7,9.4,87,223,3.4,-4.4,30.0,32.7,44.5,20.6,13.9,22.0,42.2,41.3,57.3,22.3,42.6,62.0,-6.7,8.1,75289,81927,69181,8.8,-15.6,55.3,3.9,16.0,8.7,-4.5,4.8,0,0,4.2,7.6
6001451501,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,4401,6.0,-18,1558,0.1,-5.1,447,166,-2.0,40.8,25.2,35.6,34.7,31.9,33.1,43.0,36.6,45.6,34.8,16.4,24.8,28.8,1.2,9.9,89502,78750,80504,-12.0,2.2,0.0,25.3,22.3,0.1,-3.9,69.3,0,0,7.1,5.1
6001451503,Alameda,Livermore,6,MHI - At risk of displacement,5375,5.5,-66,2068,14.3,0.8,58,51,-0.8,-6.2,25.2,32.2,36.1,31.9,29.9,28.7,36.6,32.6,37.5,16.4,25.1,37.6,-2.0,-1.3,89495,89030,85000,-0.5,-4.5,52.0,2.6,29.8,14.3,-3.9,14.7,0,0,3.2,2.4
6001451504,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,1689,0.0,-19,2896,2.3,19.8,87,101,-1.1,11.0,25.2,20.4,34.3,31.9,39.4,38.1,36.6,25.9,14.2,16.4,23.7,22.4,7.5,-1.3,89502,112401,103125,25.6,-8.3,28.2,14.0,15.5,2.3,19.4,-0.7,0,0,6.7,5.6
6001451505,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,3468,3.8,-33,668,9.0,46.8,0,-111,-6.7,-5.9,25.2,20.4,12.5,31.8,39.4,50.1,36.6,25.9,8.0,16.4,23.7,13.2,7.5,10.7,89502,112401,138393,25.6,23.1,28.2,0.0,17.7,9.0,19.4,16.3,0,0,6.7,0.0
6001451506,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,3264,0.9,-35,680,15.2,9.3,163,123,2.2,16.5,25.2,20.4,32.2,31.9,39.4,30.7,36.6,25.9,54.6,16.4,23.7,48.0,7.5,-8.7,89502,112401,91941,25.6,-18.2,28.1,14.3,68.4,15.2,19.4,-2.9,0,0,6.7,8.9
6001451601,Alameda,Livermore,6,MHI - At risk of displacement,4842,20.1,-124,1715,1.1,21.0,441,90,-2.8,34.0,26.7,27.2,26.0,29.0,39.8,52.0,39.6,35.7,28.7,12.1,16.9,24.4,10.7,12.2,82254,102192,128155,24.2,25.4,0.0,23.1,2.6,1.1,42.6,1.2,0,0,7.7,5.0
6001451602,Alameda,Livermore,6,MHI - At risk of displacement,6656,10.6,-147,4837,10.0,-4.9,411,275,-3.4,12.1,26.7,30.1,35.5,29.0,36.6,41.0,39.6,37.6,35.1,12.1,24.3,26.0,7.6,4.4,82245,96385,93295,17.2,-3.2,38.3,13.8,28.9,10.0,2.2,2.7,0,0,6.5,3.1
6001451701,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,2916,0.0,-86,1381,10.3,8.1,15,-30,0.6,-5.2,16.4,30.4,28.9,28.9,28.3,22.5,23.1,17.6,27.9,12.9,20.3,32.1,-0.5,-5.8,99191,92587,93325,-6.7,0.8,18.4,1.4,15.7,10.3,-10.0,18.9,0,0,4.6,5.2
6001451703,Alameda,Livermore,7,MHI - Undergoing displacement,4362,0.0,-28,492,16.3,60.4,184,-28,-2.3,33.3,16.4,21.9,16.7,28.9,34.6,39.1,23.1,20.1,11.1,12.9,18.6,33.9,5.7,4.5,99191,100147,119318,1.0,19.1,1.7,13.7,20.4,16.3,14.5,6.4,0,0,3.4,1.2
6001451704,Alameda,Livermore,5,MHI - Not losing LI households or very early stages of displacement,4246,0.7,-42,1274,16.4,7.5,64,70,2.5,-6.8,16.4,21.9,26.7,28.8,34.6,40.1,23.1,20.1,27.8,12.9,18.6,23.8,5.8,5.5,99191,100147,92794,1.0,-7.3,1.7,3.8,12.8,16.4,14.5,11.6,0,0,3.4,5.9
6001981900,Alameda,Oakland,1,LI - Not losing LI households or very early stages of displacement,43,100.0,-4,419,0.0,115.2,28,21,0.0,-1.9,0.0,38.6,76.0,8.3,18.5,83.7,69.2,60.5,100.0,86.7,86.0,0.0,10.1,65.3,37305,67781,50694,81.7,-25.2,0.0,66.4,0.0,0.0,29.1,0.0,0,0,0.0,0.0
6001982000,Alameda,Oakland,5,MHI - Not losing LI households or very early stages of displacement,105,17.1,-4,2980,-29.3,0.0,29,7,0.0,275.0,0.0,33.3,22.0,0.0,0.0,41.9,81.8,63.6,17.1,79.4,82.1,58.1,0.0,41.9,89854,82688,137813,-8.0,66.7,8.3,70.7,96.4,-29.3,19.2,87.0,0,0,0.0,0.0
6001983200,Alameda,Oakland,5,MHI - Not losing LI households or very early stages of displacement,416,7.8,3,19143,0.0,0.0,300,39,9.9,560.3,0.0,0.0,14.8,0.0,32.8,71.7,33.3,6.5,48.9,53.8,54.0,52.6,0.0,38.8,0,140920,150125,0.0,6.5,0.0,86.5,0.0,0.0,32.2,19.8,0,0,0.0,9.9
6013301000,Contra Costa,Contra Costa County Unincorporated,1,LI - Not losing LI households or very early stages of displacement,4047,11.9,12,10,-38.5,61.8,115,167,-1.3,20.6,52.0,55.7,61.0,8.4,9.4,13.9,18.9,22.8,21.5,8.1,15.6,32.7,1.0,4.5,61946,60576,49324,-2.2,-18.6,12.5,5.7,7.3,-38.5,-43.2,28.0,0,0,5.3,4.1
6013302005,Contra Costa,Oakley,1,LI - Not losing LI households or very early stages of displacement,6495,2.3,49,1076,-15.9,21.1,188,672,2.0,7.9,25.1,33.8,57.1,15.2,13.7,8.6,11.6,14.2,35.7,24.1,36.2,55.6,-1.5,-5.2,88721,86937,53200,-2.0,-38.8,39.5,7.8,173.1,-15.9,-19.1,-29.1,0,0,8.0,10.0
6013302006,Contra Costa,Oakley,5,MHI - Not losing LI households or very early stages of displacement,4101,1.0,-54,98,-19.3,76.3,0,-107,-5.4,-2.6,25.1,33.8,27.7,15.2,13.7,10.9,11.6,14.2,16.8,24.0,36.2,54.4,-1.5,-2.8,88721,86937,80875,-2.0,-7.0,46.2,0.0,4.2,-19.3,-19.1,-10.6,0,0,8.0,2.6
6013302007,Contra Costa,Oakley,1,LI - Not losing LI households or very early stages of displacement,5920,9.2,0,539,-23.2,59.0,469,183,-4.1,13.6,43.4,41.1,43.3,10.8,9.7,13.5,27.1,21.7,26.0,31.6,41.3,61.9,-1.0,3.8,71259,79338,68456,11.3,-13.7,24.3,22.4,1.5,-23.2,-9.3,-5.0,0,0,7.7,3.6
6013302008,Contra Costa,Oakley,1,LI - Not losing LI households or very early stages of displacement,8569,3.9,-48,106,-10.7,24.4,1165,453,-6.7,162.7,43.4,41.1,39.4,10.8,9.7,19.1,27.1,21.7,35.9,31.6,41.3,64.4,-1.1,9.4,71259,79338,82500,11.3,4.0,24.3,51.2,0.2,-10.7,-9.3,9.9,0,0,7.7,1.0
6013302009,Contra Costa,Antioch,1,LI - Not losing LI households or very early stages of displacement,6488,0.7,-20,895,-19.4,35.8,579,479,-1.8,61.5,24.8,21.2,43.0,15.3,21.5,22.5,11.2,7.7,41.0,23.9,39.2,79.0,6.2,1.0,89089,102835,81313,15.4,-20.9,30.0,32.6,-5.8,-19.4,-3.3,1.0,0,0,4.5,2.7
6013302010,Contra Costa,Oakley,5,MHI - Not losing LI households or very early stages of displacement,10286,2.9,86,481,4.3,37.1,971,437,1.6,49.0,24.8,21.3,29.1,15.3,21.5,14.3,11.3,7.7,15.8,23.9,39.2,44.0,6.2,-7.2,89059,102767,97622,15.4,-5.0,30.0,31.2,-21.9,4.3,-3.3,-8.3,0,0,4.5,6.0
6013303102,Contra Costa,Brentwood,4,LI - Advanced gentrification,7810,2.7,-39,757,7.6,28.6,1604,412,-3.3,206.6,51.5,50.3,36.0,13.7,11.0,27.9,38.9,41.5,32.5,42.6,55.5,62.1,-2.7,17.0,61688,68106,100313,10.4,47.3,12.1,67.3,-0.3,7.6,2.4,39.5,0,1,7.5,4.2
6013303103,Contra Costa,Brentwood,1,LI - Not losing LI households or very early stages of displacement,10128,6.3,-44,356,-13.8,83.0,1431,456,-1.2,75.4,51.5,50.3,42.6,13.7,11.0,22.6,38.9,41.5,37.5,42.6,55.5,55.7,-2.7,11.6,61688,68106,80187,10.4,17.7,15.5,42.5,2.4,-13.8,2.4,5.7,0,0,7.5,6.3
6013303201,Contra Costa,Antioch,5,MHI - Not losing LI households or very early stages of displacement,9879,0.4,-69,320,-18.4,69.2,1537,476,3.0,112.4,33.8,27.9,31.3,14.6,25.1,24.9,22.6,11.2,27.3,26.5,32.5,55.4,10.5,-0.2,85096,99390,92212,16.8,-7.2,71.4,49.1,-3.1,-18.4,6.4,-6.7,0,0,5.2,8.1
6013303202,Contra Costa,Brentwood,5,MHI - Not losing LI households or very early stages of displacement,7015,0.8,-117,532,-11.0,69.2,537,76,-0.9,44.0,33.8,27.9,25.6,14.7,25.1,35.0,22.7,11.2,18.0,26.5,32.5,38.3,10.4,9.9,85096,99390,107910,16.8,8.6,71.3,24.3,2.3,-11.0,6.4,-0.8,0,0,5.2,4.3
6013303203,Contra Costa,Brentwood,5,MHI - Not losing LI households or very early stages of displacement,8996,0.0,194,881,-20.0,69.2,1631,639,-1.1,207.4,33.8,27.9,33.2,14.7,25.1,37.0,22.6,11.2,15.7,26.5,32.5,38.1,10.4,11.9,85096,99390,95625,16.8,-3.8,71.4,59.0,-4.3,-20.0,6.4,13.6,0,0,5.2,4.0
6013303204,Contra Costa,Brentwood,1,LI - Not losing LI households or very early stages of displacement,4652,2.1,90,1177,-15.1,38.8,104,346,-2.4,10.3,33.8,27.9,50.2,14.7,25.1,12.5,22.6,11.2,28.0,26.5,32.5,44.6,10.4,-12.6,85096,99390,61087,16.8,-38.5,71.3,6.7,12.5,-15.1,6.4,-32.9,0,0,5.2,2.8
6013303205,Contra Costa,Brentwood,5,MHI - Not losing LI households or very early stages of displacement,7460,0.0,128,270,23.9,63.9,1657,608,-1.3,51.1,33.8,27.9,34.0,14.6,25.1,31.3,22.6,11.2,11.4,26.5,32.5,24.0,10.5,6.2,85096,99390,90000,16.8,-9.4,71.4,49.5,1.3,23.9,6.4,7.2,0,0,5.2,3.9
6013304001,Contra Costa,Brentwood,5,MHI - Not losing LI households or very early stages of displacement,3988,0.0,28,48,25.6,30.2,1280,422,0.3,6896.5,0.0,25.4,36.3,23.8,25.1,33.6,18.2,13.0,26.6,13.8,20.4,43.9,1.3,8.4,109043,115679,107137,6.1,-7.4,45.2,98.2,0.0,25.6,-20.2,-0.9,0,0,4.1,4.4
6013304002,Contra Costa,Contra Costa County Unincorporated,1,LI - Not losing LI households or very early stages of displacement,1394,35.4,5,14,69.6,0.6,0,98,0.3,0.8,23.7,25.4,50.9,22.6,25.1,11.8,14.6,13.0,49.5,14.0,20.4,42.1,2.5,-13.3,109043,115679,63182,6.1,-45.4,43.7,0.0,-34.6,69.6,-20.2,2.1,0,0,4.1,4.4
6013304003,Contra Costa,Contra Costa County Unincorporated,1,LI - Not losing LI households or very early stages of displacement,3605,0.5,-57,317,-19.1,30.2,159,273,1.5,-3.2,23.7,25.4,42.6,22.6,25.1,26.0,14.5,13.0,24.8,14.0,20.4,20.2,2.6,0.8,109043,115679,75781,6.1,-34.5,43.6,9.3,1.1,-19.1,-20.2,3.1,0,0,4.1,5.5
